conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp,message_lower_with_punc,num_words,num_chars,num_messages,sentiment,emotion
dArSAcrzmb9bR6Pug,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],559.0,406.0,1.376847290640394,WehwSkzFdpbNKjFMD,it wasnt the first time but people keep changing it and putting one of them under 50,2021-02-26T19:26:17.762Z,it wasn't the first time but people keep changing it and putting one of them under 50,17,84,1,"{'positive': 0.014275599, 'negative': 0.5191211, 'neutral': 0.46660334}",surprise
dArSAcrzmb9bR6Pug,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],559.0,406.0,1.376847290640394,6QvNn8wdCyviKCjiv,time is money lets move on,2021-02-26T19:26:19.228Z,time is money. lets move on,6,26,1,"{'positive': 0.14351307, 'negative': 0.076773256, 'neutral': 0.7797137}",neutral
dArSAcrzmb9bR6Pug,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],559.0,406.0,1.376847290640394,WehwSkzFdpbNKjFMD, you the numbers are ,2021-02-26T19:26:38.200Z,"***** you, the numbers are $",4,21,1,"{'positive': 0.07868354, 'negative': 0.035215665, 'neutral': 0.88610077}",neutral
dArSAcrzmb9bR6Pug,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],559.0,406.0,1.376847290640394,6qP7EcqvYQL4gmrAX,purple is messing it up on purpose,2021-02-26T19:26:48.657Z,purple is messing it up on purpose,7,34,1,"{'positive': 0.009658424, 'negative': 0.81538326, 'neutral': 0.17495836}",neutral
dArSAcrzmb9bR6Pug,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],559.0,406.0,1.376847290640394,WehwSkzFdpbNKjFMD,i would rather time out than have them under 50,2021-02-26T19:27:03.243Z,i would rather time out than have them under 50,10,47,1,"{'positive': 0.007971615, 'negative': 0.8202932, 'neutral': 0.17173517}",joy
dArSAcrzmb9bR6Pug,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],559.0,406.0,1.376847290640394,6QvNn8wdCyviKCjiv,,2021-02-26T19:27:13.402Z,??,0,0,1,"{'positive': 0.4012986, 'negative': 0.22557518, 'neutral': 0.37312627}",neutral
dArSAcrzmb9bR6Pug,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],559.0,406.0,1.376847290640394,6qP7EcqvYQL4gmrAX,approve it,2021-02-26T19:27:35.807Z,approve it,2,10,1,"{'positive': 0.23356524, 'negative': 0.058466952, 'neutral': 0.7079679}",neutral
dArSAcrzmb9bR6Pug,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],559.0,406.0,1.376847290640394,WehwSkzFdpbNKjFMD,good,2021-02-26T19:28:01.037Z,good,1,4,1,"{'positive': 0.65121794, 'negative': 0.07108638, 'neutral': 0.27769563}",neutral
sbtKHuLChG8ge734n,1,High,High,High,High,Low,8,Easy [Corresponds to 'Hard' in PNAS],484.0,123.0,3.934959349593496,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
guq9kzMuDCpB4hRhK,1,Mixed,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],515.0,152.0,3.388157894736842,F95Kc45STrQWhYNDa,wow,2021-02-26T19:30:00.579Z,wow,1,3,1,"{'positive': 0.5003099, 'negative': 0.107689396, 'neutral': 0.39200068}",surprise
guq9kzMuDCpB4hRhK,1,Mixed,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],515.0,152.0,3.388157894736842,DAykrgum4pwPtapsc,everyone agreed,2021-02-26T19:30:17.950Z,everyone agreed?,2,15,1,"{'positive': 0.37805906, 'negative': 0.03317523, 'neutral': 0.5887657}",neutral
guq9kzMuDCpB4hRhK,1,Mixed,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],515.0,152.0,3.388157894736842,F95Kc45STrQWhYNDa,yes sir,2021-02-26T19:30:22.059Z,yes sir,2,7,1,"{'positive': 0.54909694, 'negative': 0.018693991, 'neutral': 0.43220907}",neutral
guq9kzMuDCpB4hRhK,1,Mixed,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],515.0,152.0,3.388157894736842,Wnh2Rbi4NbSZkZHde,sure,2021-02-26T19:30:29.669Z,sure',1,4,1,"{'positive': 0.41534325, 'negative': 0.09492476, 'neutral': 0.48973197}",neutral
hSNqR8mxGD2jv3WeZ,1,High,Low,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],653.0,457.0,1.4288840262582057,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
QFLtvFgbhMhRt9KQK,1,High,Low,High,Low,High,1,Easy [Corresponds to 'Hard' in PNAS],552.0,227.0,2.4317180616740086,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
PfRcbWpT8qDqYiuag,1,High,Low,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],561.0,206.0,2.7233009708737863,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
kTQ3SdYpMTZinAwHn,1,Low,Mixed,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],611.0,600.0,1.018333333333333,a7F2CWbvcgg8EaF7W,thats the best i can do,2021-02-26T19:23:59.943Z,that's the best i can do,6,23,1,"{'positive': 0.32518598, 'negative': 0.108115725, 'neutral': 0.56669825}",joy
TwunaL3J7Q2kC2nMf,1,Low,Low,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],511.0,94.0,5.4361702127659575,gkYgpnREWnHM7WaHR,poooooooints,2021-02-26T19:16:38.062Z,poooooooints,1,12,1,"{'positive': 0.14962521, 'negative': 0.14196356, 'neutral': 0.7084112}",surprise
BctKiX6FH5Mu63PY8,1,Mixed,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],479.0,85.0,5.635294117647059,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
TFXd7JkGn4hdXHvft,1,Low,Low,Low,Mixed,Low,4,Easy [Corresponds to 'Hard' in PNAS],672.0,159.0,4.226415094339623,JcEB29FvKCYX8F3W6,yellow you satisfied,2021-02-26T19:22:00.850Z,"yellow, you satisfied?",3,20,1,"{'positive': 0.6781342, 'negative': 0.029618217, 'neutral': 0.29224762}",neutral
MxNNDmoLQ9nmuHhHe,1,Mixed,Low,Low,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],633.0,131.0,4.8320610687022905,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,looks good,2021-03-03T19:10:57.150Z,looks good.,2,10,1,"{'positive': 0.8554173, 'negative': 0.014654778, 'neutral': 0.1299279}",joy
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,done,2021-03-03T19:11:16.270Z,done',1,4,1,"{'positive': 0.4466366, 'negative': 0.14116865, 'neutral': 0.4121948}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,why move b to 102,2021-03-03T19:11:20.909Z,why move b to 102?,5,17,1,"{'positive': 0.022780202, 'negative': 0.32037652, 'neutral': 0.65684336}",surprise
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,there are no viloations on the left side,2021-03-03T19:11:39.834Z,there are no viloations on the left side.,8,40,1,"{'positive': 0.025372833, 'negative': 0.22178829, 'neutral': 0.75283885}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,but youre missing a lot of points,2021-03-03T19:11:46.123Z,but you're missing a lot of points,7,33,1,"{'positive': 0.011661901, 'negative': 0.7397191, 'neutral': 0.24861903}",sadness
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,ok fix it please,2021-03-03T19:11:54.867Z,"ok, fix it please.",4,16,1,"{'positive': 0.03747239, 'negative': 0.63556457, 'neutral': 0.3269631}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,i mean the goal is to not have violations and maximize points,2021-03-03T19:13:52.760Z,"i mean, the goal is to not have violations and maximize points",12,61,1,"{'positive': 0.13397962, 'negative': 0.10305062, 'neutral': 0.7629698}",joy
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,if we have people getting 40 points when it could be 90 were missing out on points,2021-03-03T19:14:12.434Z,"if we have people getting 40 points when it could be 90, we're missing out on points",17,82,1,"{'positive': 0.027801547, 'negative': 0.48453927, 'neutral': 0.4876592}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,yes true and a violation is 100,2021-03-03T19:14:12.487Z,"yes, true and a violation is -100",7,31,1,"{'positive': 0.17791381, 'negative': 0.20322089, 'neutral': 0.6188653}",anger
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,ZtBet8uas9QhRD95i,probably better to just not have violations,2021-03-03T19:14:31.432Z,probably better to just not have violations,7,43,1,"{'positive': 0.052741125, 'negative': 0.3634844, 'neutral': 0.58377445}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,xFfSYTNuXsFeotznX,yes theres a lot of shifting for c due to the restraints on it,2021-03-03T19:15:08.194Z,"yes there's a lot of shifting for ""c"" due to the restraints on it",14,62,1,"{'positive': 0.07395187, 'negative': 0.08360685, 'neutral': 0.84244126}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,done,2021-03-03T19:15:26.211Z,done,1,4,1,"{'positive': 0.4466366, 'negative': 0.14116865, 'neutral': 0.4121948}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,but look,2021-03-03T19:15:30.558Z,but look,2,8,1,"{'positive': 0.25832915, 'negative': 0.07258546, 'neutral': 0.6690854}",sadness
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,a is getting 27  points,2021-03-03T19:15:34.602Z,a is getting 27  points,5,23,1,"{'positive': 0.21094501, 'negative': 0.03223703, 'neutral': 0.75681794}",joy
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,literally the lowest possible amount for a,2021-03-03T19:15:39.277Z,literally the lowest possible amount for a,7,42,1,"{'positive': 0.0130954, 'negative': 0.86134535, 'neutral': 0.12555915}",neutral
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,tqaD3PmcyKTLoemLu,im fine with that,2021-03-03T19:15:47.577Z,i'm fine with that.,4,17,1,"{'positive': 0.5521688, 'negative': 0.02451097, 'neutral': 0.42332023}",anger
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,and b went from 97 to 46,2021-03-03T19:15:48.375Z,and b went from 97 to 46,7,24,1,"{'positive': 0.07596592, 'negative': 0.04012239, 'neutral': 0.8839117}",surprise
7QFpsEv5X3PgjWwwK,1,High,High,High,High,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,405.0,1.4469135802469135,6b8bEJCwev7GRvLis,fair enough,2021-03-03T19:16:10.681Z,fair enough,2,11,1,"{'positive': 0.25008383, 'negative': 0.08278752, 'neutral': 0.6671286}",neutral
SEN35wQWLHhBBexSa,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],581.0,141.0,4.120567375886525,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
HvApsyAmuMwWyKcux,1,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],541.0,160.0,3.38125,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,quick,2021-03-03T19:18:55.200Z,quick.,1,5,1,"{'positive': 0.31159884, 'negative': 0.12200294, 'neutral': 0.56639826}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,i am satisfied,2021-03-03T19:19:04.700Z,i am satisfied,3,14,1,"{'positive': 0.9157724, 'negative': 0.012783616, 'neutral': 0.071444005}",joy
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,good work everyone,2021-03-03T19:19:08.573Z,good work everyone,3,18,1,"{'positive': 0.97435004, 'negative': 0.0064627873, 'neutral': 0.019187182}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,that was awesome,2021-03-03T19:19:12.841Z,that was awesome,3,16,1,"{'positive': 0.9746585, 'negative': 0.0060430663, 'neutral': 0.019298404}",joy
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,yes super,2021-03-03T19:19:19.798Z,yes super,2,9,1,"{'positive': 0.9178378, 'negative': 0.005955853, 'neutral': 0.07620633}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,very good work  stinks we have to wait on blue,2021-03-03T19:19:29.125Z,very good work!  stinks we have to wait on blue!,10,46,1,"{'positive': 0.7188312, 'negative': 0.067387275, 'neutral': 0.21378157}",sadness
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,riduculous,2021-03-03T19:19:50.781Z,riduculous!,1,10,1,"{'positive': 0.117892265, 'negative': 0.6144801, 'neutral': 0.26762766}",surprise
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,that will make these rounds go much longer,2021-03-03T19:19:56.054Z,that will make these rounds go much longer.,8,42,1,"{'positive': 0.04861168, 'negative': 0.2554778, 'neutral': 0.6959106}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,we have to wait alot,2021-03-03T19:20:14.536Z,we have to wait alot,5,20,1,"{'positive': 0.021708712, 'negative': 0.727921, 'neutral': 0.25037023}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,we are gonna be here so much longer  really stinks,2021-03-03T19:20:29.150Z,we are gonna be here so much longer.  really stinks!,10,50,1,"{'positive': 0.006105299, 'negative': 0.9257006, 'neutral': 0.06819405}",sadness
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,have you all done this before,2021-03-03T19:20:35.366Z,have you all done this before?,6,29,1,"{'positive': 0.03413366, 'negative': 0.09088468, 'neutral': 0.87498164}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,me no,2021-03-03T19:20:44.371Z,"me, no.",2,5,1,"{'positive': 0.2343397, 'negative': 0.1359041, 'neutral': 0.62975615}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,no i have never done this one,2021-03-03T19:20:45.015Z,no i have never done this one,7,29,1,"{'positive': 0.041906945, 'negative': 0.42803767, 'neutral': 0.53005546}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,also no,2021-03-03T19:20:48.001Z,also no,2,7,1,"{'positive': 0.049616117, 'negative': 0.38980317, 'neutral': 0.5605808}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,qQdDdkxXiJrRBycuj,no this is the first time,2021-03-03T19:20:50.982Z,no this is the first time,6,25,1,"{'positive': 0.058824163, 'negative': 0.20064785, 'neutral': 0.7405279}",surprise
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,ZZgx2tcnHmfBbbuuq,nope,2021-03-03T19:20:56.768Z,nope,1,4,1,"{'positive': 0.32519817, 'negative': 0.13218935, 'neutral': 0.5426125}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,this is a great task  if everyone was playing,2021-03-03T19:21:02.229Z,this is a great task - if everyone was playing!,9,45,1,"{'positive': 0.976223, 'negative': 0.0045518386, 'neutral': 0.01922518}",joy
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,ive never done it and its really cool except waiting on the blue guy,2021-03-03T19:21:03.403Z,i've never done it. and it's really cool except waiting on the blue guy,14,68,1,"{'positive': 0.9556001, 'negative': 0.006101788, 'neutral': 0.03829817}",joy
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,yzvpy6zkTXHqhEHzC,yeah kind of fun,2021-03-03T19:21:17.229Z,"yeah, kind of fun",4,16,1,"{'positive': 0.9419212, 'negative': 0.0077041066, 'neutral': 0.050374713}",joy
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,Tm9TgDYbaJs5BRcXa,the fast pace made me think everybody else was an expert,2021-03-03T19:21:23.936Z,the fast pace made me think everybody else was an expert,11,56,1,"{'positive': 0.08350914, 'negative': 0.2217427, 'neutral': 0.6947481}",surprise
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,it is really fun,2021-03-03T19:21:27.592Z,it is really fun,4,16,1,"{'positive': 0.9656376, 'negative': 0.006568919, 'neutral': 0.02779351}",joy
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,9m3NqTwzYrya9Bx53,we are just smart turkers,2021-03-03T19:21:38.030Z,we are just smart turkers!,5,25,1,"{'positive': 0.2312827, 'negative': 0.12891829, 'neutral': 0.63979906}",neutral
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,i think everyone was just excited to get started and were seeing how it worked we got it this time,2021-03-03T19:21:50.736Z,"i think everyone was just excited to get started, and were seeing how it worked. we got it this time!",20,98,1,"{'positive': 0.74472594, 'negative': 0.021224696, 'neutral': 0.23404936}",joy
g4mc5fAPshDRewkJ8,1,High,High,High,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],498.0,266.0,1.8721804511278195,C3vwFnfvAweMKrQxn,i agree green,2021-03-03T19:22:07.073Z,"i agree, green",3,13,1,"{'positive': 0.6434719, 'negative': 0.019233959, 'neutral': 0.33729413}",joy
8Tn58Shn84QLt98gm,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],434.0,48.0,9.041666666666666,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
biv6qmjxFHmfqCKDo,1,High,High,High,Low,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],621.0,72.0,8.625,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,XApfLti4Kp76QzSnj,you guys are really smart,2021-03-03T19:11:14.174Z,you guys are really smart,5,25,1,"{'positive': 0.95606107, 'negative': 0.011931734, 'neutral': 0.03200724}",neutral
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,bem97cS9DxH3djLNy,,2021-03-03T19:11:26.031Z,:-),0,0,1,"{'positive': 0.4012986, 'negative': 0.22557518, 'neutral': 0.37312627}",neutral
HN8EpujSrSBZK8D4k,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],672.0,142.0,4.732394366197183,XApfLti4Kp76QzSnj,i dont know what im doing,2021-03-03T19:11:34.816Z,i don't know what i'm doing,6,25,1,"{'positive': 0.040064123, 'negative': 0.49871823, 'neutral': 0.46121764}",surprise
